user_id	user_type	display_name	reputation	link	profile_image	total_questions	total_answers	total_answered_questions	total_accepted_answers	total_max_upvote	total_answer_upvote	total_question_upvote	total_upvote_score
3537687	registered	abora	923.0	https://stackoverflow.com/users/3537687/abora	https://www.gravatar.com/avatar/425ef99d4c1f3341ba3de413363e6809?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
3574081	registered	mrry	109675.0	https://stackoverflow.com/users/3574081/mrry	https://i.stack.imgur.com/LIW6C.jpg?s=128&g=1	0	34	0	22	26	437	581	0.7521514629948365
1090562	registered	Salvador Dali	151411.0	https://stackoverflow.com/users/1090562/salvador-dali	https://www.gravatar.com/avatar/d675b3e6225683ba6432496ec23ed806?s=128&d=identicon&r=PG	0	11	0	0	1	99	1620	0.06111111111111111
2956066	registered	kmario23	26490.0	https://stackoverflow.com/users/2956066/kmario23	https://i.stack.imgur.com/Bqbcr.png?s=128&g=1	3	46	3	19	21	228	1525	0.14950819672131144
5884955	registered	prosti	12958.0	https://stackoverflow.com/users/5884955/prosti	https://i.stack.imgur.com/J55wI.jpg?s=128&g=1	0	14	0	1	1	12	860	0.013953488372093023
5369711	registered	J. Krajewski	1.0	https://stackoverflow.com/users/5369711/j-krajewski	https://i.stack.imgur.com/vn19k.jpg?s=128&g=1	1	0	0	0	0	0	0	
8721742	registered	Naren	234.0	https://stackoverflow.com/users/8721742/naren	https://www.gravatar.com/avatar/3c5491d7078fca5c5a50713f0a6842cd?s=128&d=identicon&r=PG&f=1	1	1	1	1	0	1	5	0.2
2266772	registered	Matthieu Brucher	18505.0	https://stackoverflow.com/users/2266772/matthieu-brucher	https://www.gravatar.com/avatar/60e03bd1fd9f2dbc750e0899b9e7e71d?s=128&d=identicon&r=PG	0	2	0	1	0	1	5	0.2
7528619	registered	Brm-Covi&#223;io	549.0	https://stackoverflow.com/users/7528619/brm-covi%c3%9fio	https://www.gravatar.com/avatar/380f8c29164cdaa83cba3d7f4834c820?s=128&d=identicon&r=PG&f=1	4	0	2	0	0	0	0	
2461937	registered	Jeereddy	521.0	https://stackoverflow.com/users/2461937/jeereddy	https://www.gravatar.com/avatar/845477c2c657fc42c7af5dfdcb970b6a?s=128&d=identicon&r=PG	0	2	0	0	0	0	94	0.0
1536499	registered	anthonybell	4399.0	https://stackoverflow.com/users/1536499/anthonybell	https://www.gravatar.com/avatar/89e526614489231084932e87399ef9d3?s=128&d=identicon&r=PG	2	0	2	0	0	0	0	
1699075	registered	thushv89	2905.0	https://stackoverflow.com/users/1699075/thushv89	https://www.gravatar.com/avatar/f98755ae308675f5519efc97c2474730?s=128&d=identicon&r=PG	0	10	0	6	5	23	445	0.051685393258426963
8085890	registered	gopalkrizna	386.0	https://stackoverflow.com/users/8085890/gopalkrizna	https://lh5.googleusercontent.com/-B4HnFBD_cVM/AAAAAAAAAAI/AAAAAAAAAC8/6z-DsM2EJ4o/photo.jpg?sz=128	2	0	2	0	0	0	0	
6106129	registered	Salih Karagoz	1517.0	https://stackoverflow.com/users/6106129/salih-karagoz	https://www.gravatar.com/avatar/e6db71c3e3619b428351f4d182c0fab6?s=128&d=identicon&r=PG&f=1	0	5	0	4	5	34	34	1.0
1581390	registered	user1581390	1160.0	https://stackoverflow.com/users/1581390/user1581390	https://www.gravatar.com/avatar/075f8e33addc4f7aa47494e8121c8879?s=128&d=identicon&r=PG	1	0	1	0	0	0	0	
10133797	registered	OverLordGoldDragon	6444.0	https://stackoverflow.com/users/10133797/overlordgolddragon	https://i.stack.imgur.com/fRfyo.png?s=128&g=1	0	15	0	10	10	25	26	0.9615384615384616
7483494	registered	blue-phoenox	8010.0	https://stackoverflow.com/users/7483494/blue-phoenox	https://i.stack.imgur.com/tRSwM.png?s=128&g=1	8	10	6	7	9	46	50	0.92
11633920	registered	boardman	21.0	https://stackoverflow.com/users/11633920/boardman	https://lh5.googleusercontent.com/-KBAg3zo13Pc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc9TFlEtnKFtFauNxK4hevnfVGYAw/mo/photo.jpg?sz=128	1	0	1	0	0	0	0	
10724777	registered	Danila Eremenko	35.0	https://stackoverflow.com/users/10724777/danila-eremenko	https://www.gravatar.com/avatar/290915a24825d0d6ad035bbf32525317?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
2097240	registered	Daniel M&#246;ller	53111.0	https://stackoverflow.com/users/2097240/daniel-m%c3%b6ller	https://i.stack.imgur.com/JskU5.jpg?s=128&g=1	1	113	1	63	76	476	1047	0.454632282712512
10176829	registered	Kartik Bhatia	29.0	https://stackoverflow.com/users/10176829/kartik-bhatia	https://www.gravatar.com/avatar/09717fcd49b770d63c22c791bd20fd31?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
9813733	registered	Sree	548.0	https://stackoverflow.com/users/9813733/sree	https://www.gravatar.com/avatar/2436891b365ad1a3e5a3971213cb1e20?s=128&d=identicon&r=PG&f=1	12	0	3	0	0	0	0	
11133810	registered	Marcin	31.0	https://stackoverflow.com/users/11133810/marcin	https://lh6.googleusercontent.com/-t0ogfu7uqw4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rduIKZzaQk0_KEoB5E5iUF4pPgTmA/mo/photo.jpg?sz=128	1	1	0	0	0	0	0	
3994824	registered	Thomas Pinetz	5308.0	https://stackoverflow.com/users/3994824/thomas-pinetz	https://i.stack.imgur.com/5hU1H.jpg?s=128&g=1	1	70	1	31	36	128	192	0.6666666666666666
21499	registered	Hans-Peter St&#246;rr	20285.0	https://stackoverflow.com/users/21499/hans-peter-st%c3%b6rr	https://www.gravatar.com/avatar/cb452d3798265b84bec8314f538ff6ca?s=128&d=identicon&r=PG	1	1	0	0	0	0	0	
562769	registered	Martin Thoma	67993.0	https://stackoverflow.com/users/562769/martin-thoma	https://www.gravatar.com/avatar/e86681e49622d52817b36fd2a4c936b7?s=128&d=identicon&r=PG	0	12	0	2	6	14	30	0.4666666666666667
12045291	registered	junhuizh	45.0	https://stackoverflow.com/users/12045291/junhuizh	https://www.gravatar.com/avatar/a2db35ecc4203e2fe9378d11e3ed6385?s=128&d=identicon&r=PG&f=1	1	1	1	1	1	1	1	1.0
349130	registered	Matias Valdenegro	39968.0	https://stackoverflow.com/users/349130/matias-valdenegro	https://www.gravatar.com/avatar/2e4efeebbf6994bb904738c4fb8922bf?s=128&d=identicon&r=PG	0	79	0	44	46	154	213	0.7230046948356808
8191929	registered	Chayan Bansal	41.0	https://stackoverflow.com/users/8191929/chayan-bansal	https://lh4.googleusercontent.com/-QpnpSrsiBwk/AAAAAAAAAAI/AAAAAAAAB2s/ZKvyBXNnOTo/photo.jpg?sz=128	1	0	1	0	0	0	0	
1009508	registered	MNM	1892.0	https://stackoverflow.com/users/1009508/mnm	https://www.gravatar.com/avatar/9726da1353936e07ab69a35d5f11d4f6?s=128&d=identicon&r=PG	1	2	1	0	1	3	13	0.2307692307692308
7549341	registered	s.ali	86.0	https://stackoverflow.com/users/7549341/s-ali	https://www.gravatar.com/avatar/8136a0195c3ce44e5f0ad942092875e1?s=128&d=identicon&r=PG&f=1	4	0	2	0	0	0	0	
914689	registered	Koffiman	800.0	https://stackoverflow.com/users/914689/koffiman	https://www.gravatar.com/avatar/8d27560a2bbbf4c65b79f91fe9beaf88?s=128&d=identicon&r=PG	1	0	1	0	0	0	0	
458105	registered	Besher	479.0	https://stackoverflow.com/users/458105/besher	https://www.gravatar.com/avatar/0afb3fd9dd2e03184d083aa9093705df?s=128&d=identicon&r=PG&f=1	3	0	0	0	0	0	0	
9422637	registered	Saeed	1512.0	https://stackoverflow.com/users/9422637/saeed	https://i.stack.imgur.com/GsXDp.jpg?s=128&g=1	1	0	1	0	0	0	0	
7469434	registered	IonicSolutions	1605.0	https://stackoverflow.com/users/7469434/ionicsolutions	https://www.gravatar.com/avatar/b5ae58147ba5f9c3dabf9818195368d6?s=128&d=identicon&r=PG&f=1	0	2	0	2	1	2	2	1.0
4706171	registered	Sandipan Dey	14871.0	https://stackoverflow.com/users/4706171/sandipan-dey	https://www.gravatar.com/avatar/199ed4c85b9b8e28304fbd2a550946bd?s=128&d=identicon&r=PG	0	3	0	0	0	0	12	0.0
5606352	registered	abutremutante	2714.0	https://stackoverflow.com/users/5606352/abutremutante	https://lh4.googleusercontent.com/-j3L38Kg3kIo/AAAAAAAAAAI/AAAAAAAADGM/mBUYPgp5zQE/photo.jpg?sz=128	1	0	1	0	0	0	0	
2641587	registered	Dmytro Prylipko	2856.0	https://stackoverflow.com/users/2641587/dmytro-prylipko	https://i.stack.imgur.com/mLMnS.jpg?s=128&g=1	3	8	1	5	5	8	8	1.0
5210052	registered	John	1213.0	https://stackoverflow.com/users/5210052/john	https://i.stack.imgur.com/6CrXj.jpg?s=128&g=1	1	0	1	0	0	0	0	
7704482	registered	sidrat28	61.0	https://stackoverflow.com/users/7704482/sidrat28	https://www.gravatar.com/avatar/036e04b57f5563a1f789e0a5aeba01e2?s=128&d=identicon&r=PG&f=1	2	0	1	0	0	0	0	
9698518	registered	mgross	148.0	https://stackoverflow.com/users/9698518/mgross	https://www.gravatar.com/avatar/27582b3d99b3e825dc318dd956ee5753?s=128&d=identicon&r=PG&f=1	0	4	0	1	2	4	6	0.6666666666666666
3747801	registered	Toke Faurby	3208.0	https://stackoverflow.com/users/3747801/toke-faurby	https://graph.facebook.com/1041258158/picture?type=large	6	1	5	0	1	27	47	0.5744680851063829
7649152	registered	Francois 	386.0	https://stackoverflow.com/users/7649152/francois	https://www.gravatar.com/avatar/dc483509d4fb9cff2de7238891aec879?s=128&d=identicon&r=PG&f=1	0	2	0	2	1	29	79	0.3670886075949367
5651936	registered	karl_TUM	3779.0	https://stackoverflow.com/users/5651936/karl-tum	https://i.stack.imgur.com/Gqr3a.jpg?s=128&g=1	16	1	13	0	0	0	0	
5708323	registered	Pete Warden	2608.0	https://stackoverflow.com/users/5708323/pete-warden	https://lh5.googleusercontent.com/-iN_dtRnmo9Y/AAAAAAAAAAI/AAAAAAAAABE/VlOtp_yX8RI/photo.jpg?sz=128	0	7	0	3	3	12	18	0.6666666666666666
8332744	registered	Francesco Barban	21.0	https://stackoverflow.com/users/8332744/francesco-barban	https://lh4.googleusercontent.com/-Kf5rU8vjFwE/AAAAAAAAAAI/AAAAAAAAABI/yRklNJWRnN4/photo.jpg?sz=128	1	0	1	0	0	0	0	
7849908	registered	Arnaud De Broissia	600.0	https://stackoverflow.com/users/7849908/arnaud-de-broissia	https://graph.facebook.com/10208412046438048/picture?type=large	0	4	0	2	3	5	7	0.7142857142857143
6688750	registered	Ahmad Moussa	475.0	https://stackoverflow.com/users/6688750/ahmad-moussa	https://i.stack.imgur.com/2X54S.jpg?s=128&g=1	1	0	1	0	0	0	0	
11629031	registered	Ashish	51.0	https://stackoverflow.com/users/11629031/ashish	https://www.gravatar.com/avatar/90eefa23777a59ef068b230c6401396c?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
8199645	registered	Sai Krishna	3.0	https://stackoverflow.com/users/8199645/sai-krishna	https://graph.facebook.com/475453886129822/picture?type=large	1	0	0	0	0	0	0	
3337089	registered	Nagabhushan S N	1651.0	https://stackoverflow.com/users/3337089/nagabhushan-s-n	https://www.gravatar.com/avatar/b096725512960a65abe37b76c383de67?s=128&d=identicon&r=PG&f=1	5	0	1	0	0	0	0	
12264499	registered	xpertdev	59.0	https://stackoverflow.com/users/12264499/xpertdev	https://www.gravatar.com/avatar/c0ad76da8b5f2eade8d53179a48ee860?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
2959389	registered	Cyruseption	11.0	https://stackoverflow.com/users/2959389/cyruseption	https://www.gravatar.com/avatar/665ed656b93744017cc6e6ce8d0da054?s=128&d=identicon&r=PG&f=1	0	2	0	0	0	1	3	0.3333333333333333
7685107	registered	Siddharth Das	561.0	https://stackoverflow.com/users/7685107/siddharth-das	https://lh5.googleusercontent.com/-g2VWJx5OKsg/AAAAAAAAAAI/AAAAAAAAU_w/9bMc0j0O8_Y/photo.jpg?sz=128	1	1	0	1	1	1	1	1.0
12419958	registered	Y. Fulin	1.0	https://stackoverflow.com/users/12419958/y-fulin	https://lh3.googleusercontent.com/a-/AAuE7mAkAs8tBYGk4mYlsEkP2rLaLHtY4YRrnFH8oDoU=k-s128	1	0	0	0	0	0	0	
11831569	registered	a87871660	31.0	https://stackoverflow.com/users/11831569/a87871660	https://www.gravatar.com/avatar/85fe101d6e963249fe43440c95c21911?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
11530462	registered	Tensorflow Support	1444.0	https://stackoverflow.com/users/11530462/tensorflow-support	https://i.stack.imgur.com/6AMOp.png?s=128&g=1	0	5	0	0	2	3	3	1.0
7873912	registered	Loic L.	96.0	https://stackoverflow.com/users/7873912/loic-l	https://www.gravatar.com/avatar/744c946fcd66ca3bcd35bad724620174?s=128&d=identicon&r=PG&f=1	3	1	3	1	0	0	0	
2099607	registered	today	17537.0	https://stackoverflow.com/users/2099607/today	https://www.gravatar.com/avatar/e9208c4a1df963917bd2957c207fe519?s=128&d=identicon&r=PG	0	70	0	49	49	107	135	0.7925925925925926
6217326	registered	zcadqe	349.0	https://stackoverflow.com/users/6217326/zcadqe	https://www.gravatar.com/avatar/b00bdc89120ea96800b044bec0ae877f?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
3994228	registered	Milind Deore	1492.0	https://stackoverflow.com/users/3994228/milind-deore	https://i.stack.imgur.com/CKWtf.jpg?s=128&g=1	0	2	0	1	1	28	78	0.35897435897435903
4549682	registered	wordsforthewise	5019.0	https://stackoverflow.com/users/4549682/wordsforthewise	https://lh6.googleusercontent.com/-6WL61uu5PTI/AAAAAAAAAAI/AAAAAAAAAAA/GXg0FQPcuIQ/photo.jpg?sz=128	0	2	0	0	0	0	32	0.0
2530674	registered	sachinruk	5259.0	https://stackoverflow.com/users/2530674/sachinruk	https://www.gravatar.com/avatar/75d910050ccc1bc26073167739158abf?s=128&d=identicon&r=PG	6	1	3	1	0	0	0	
6596664	registered	Van	2567.0	https://stackoverflow.com/users/6596664/van	https://www.gravatar.com/avatar/808382b55364687f22638531956c8e30?s=128&d=identicon&r=PG&f=1	0	2	0	1	2	146	289	0.5051903114186851
1324765	registered	ZelelB	1245.0	https://stackoverflow.com/users/1324765/zelelb	https://www.gravatar.com/avatar/49dbfd8834d69e780c017b8dc9e391e0?s=128&d=identicon&r=PG	1	0	1	0	0	0	0	
8861099	registered	cUser	83.0	https://stackoverflow.com/users/8861099/cuser	https://graph.facebook.com/1585947364810600/picture?type=large	1	0	1	0	0	0	0	
4578111	registered	venkata krishnan	847.0	https://stackoverflow.com/users/4578111/venkata-krishnan	https://www.gravatar.com/avatar/d7594119b63c6f45f0d20ea70184830d?s=128&d=identicon&r=PG&f=1	0	6	0	3	3	3	3	1.0
7673365	registered	Atif Ali	45.0	https://stackoverflow.com/users/7673365/atif-ali	https://www.gravatar.com/avatar/d55877254eb35eb13cb39f5aff43fbd6?s=128&d=identicon&r=PG&f=1	5	0	1	0	0	0	0	
10589938	registered	Parham.rm	61.0	https://stackoverflow.com/users/10589938/parham-rm	https://www.gravatar.com/avatar/6300e3af942e9cc217061692fe24bbf5?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
12461615	registered	ilknur	1.0	https://stackoverflow.com/users/12461615/ilknur	https://www.gravatar.com/avatar/e118b2f019f16fffbd7fbd8f571ce90e?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
7762646	registered	G. Macia	73.0	https://stackoverflow.com/users/7762646/g-macia	https://www.gravatar.com/avatar/9565729c9618f86e148295f0bb91032c?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
12421332	registered	Jakub Dudziuk	1.0	https://stackoverflow.com/users/12421332/jakub-dudziuk	https://lh6.googleusercontent.com/-ZzHVs3iHn_s/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcjdl2usmJwlrMtWAHpoi_3Ef1QKg/photo.jpg?sz=128	1	0	1	0	0	0	0	
5740624	registered	darth vader	157.0	https://stackoverflow.com/users/5740624/darth-vader	https://www.gravatar.com/avatar/8fda94a0a8a65c20a4f64cdc630a55d1?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
12280125	registered	Job	47.0	https://stackoverflow.com/users/12280125/job	https://www.gravatar.com/avatar/f3c1f5e09f459dabc520deda76c58630?s=128&d=identicon&r=PG&f=1	3	1	1	0	0	0	0	
9025861	registered	Sharan_Sundar	97.0	https://stackoverflow.com/users/9025861/sharan-sundar	https://i.stack.imgur.com/FX37Q.jpg?s=128&g=1	0	4	0	1	1	3	6	0.5
4523949	registered	ai-shwarya	91.0	https://stackoverflow.com/users/4523949/ai-shwarya	https://www.gravatar.com/avatar/ea4a7d1c9240d0ecae672d5596f9ba0c?s=128&d=identicon&r=PG&f=1	0	2	0	0	0	2	8	0.25
10812635	registered	msughter	1.0	https://stackoverflow.com/users/10812635/msughter	https://www.gravatar.com/avatar/ebaac9f5696395856ff883f12e92770c?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
6370655	registered	Igna	198.0	https://stackoverflow.com/users/6370655/igna	https://i.stack.imgur.com/VBISm.jpg?s=128&g=1	0	3	0	1	1	2	4	0.5
11782167	registered	Peter Carles	23.0	https://stackoverflow.com/users/11782167/peter-carles	https://www.gravatar.com/avatar/d41a6b64639d4b55a62367a55edf3b97?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
9659601	registered	Karthik Vyas	3.0	https://stackoverflow.com/users/9659601/karthik-vyas	https://lh6.googleusercontent.com/-w0yGOoI7U_I/AAAAAAAAAAI/AAAAAAAAAHU/p6vi8k7T2Nc/photo.jpg?sz=128	1	0	0	0	0	0	0	
7512010	registered	Stefan	455.0	https://stackoverflow.com/users/7512010/stefan	https://i.stack.imgur.com/LCoZW.jpg?s=128&g=1	6	1	5	1	0	0	0	
5276158	registered	ndrplz	808.0	https://stackoverflow.com/users/5276158/ndrplz	https://i.stack.imgur.com/YXUMS.png?s=128&g=1	0	2	0	1	1	1	1	1.0
7694977	registered	Umair Khawaja	1.0	https://stackoverflow.com/users/7694977/umair-khawaja	https://lh5.googleusercontent.com/-xi-a0eZT3lI/AAAAAAAAAAI/AAAAAAAAJis/BC2ixC_g_wA/photo.jpg?sz=128	1	0	0	0	0	0	0	
11802331	registered	Adarsh Mamidpelliwar	1.0	https://stackoverflow.com/users/11802331/adarsh-mamidpelliwar	https://i.stack.imgur.com/fOXHq.jpg?s=128&g=1	1	0	0	0	0	0	0	
7732719	registered	Lucky 	387.0	https://stackoverflow.com/users/7732719/lucky	https://www.gravatar.com/avatar/63bd39438001df3d5c8b3a23d5cda158?s=128&d=identicon&r=PG&f=1	2	0	2	0	0	0	0	
12457465	registered	sashidhar balaram	1.0	https://stackoverflow.com/users/12457465/sashidhar-balaram	https://lh3.googleusercontent.com/-yg1Egze_-Lg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reBd5LFBmgdPny2WSv2QP2aPS5MMg/photo.jpg?sz=128	1	0	0	0	0	0	0	
4317729	registered	Asil	89.0	https://stackoverflow.com/users/4317729/asil	https://www.gravatar.com/avatar/67f8824e56fe983925eee0002f7c177a?s=128&d=identicon&r=PG&f=1	2	0	2	0	0	0	0	
2973474	registered	alexisdevarennes	2916.0	https://stackoverflow.com/users/2973474/alexisdevarennes	https://graph.facebook.com/100004343619888/picture?type=large	0	2	0	0	2	4	5	0.8
4024613	registered	Amir Khojaste	26.0	https://stackoverflow.com/users/4024613/amir-khojaste	https://lh3.googleusercontent.com/-pvDgGbe1-oI/AAAAAAAAAAI/AAAAAAAAAPQ/sVV75TJx3C4/photo.jpg?sz=128	1	0	0	0	0	0	0	
12381839	registered	Cranjus McBasketball	11.0	https://stackoverflow.com/users/12381839/cranjus-mcbasketball	https://www.gravatar.com/avatar/c78233c43b8ea501ab25abe1ead173e4?s=128&d=identicon&r=PG&f=1	2	0	0	0	0	0	0	
5760642	registered	3s1	1.0	https://stackoverflow.com/users/5760642/3s1	https://www.gravatar.com/avatar/22323b31b78e58d91c2bd64885e3f28e?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
11945144	registered	Maite89	13.0	https://stackoverflow.com/users/11945144/maite89	https://www.gravatar.com/avatar/9a2bfe8a144d2d53ae9f575832512f2b?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
8551949	registered	Suraj Subbarao	79.0	https://stackoverflow.com/users/8551949/suraj-subbarao	https://lh4.googleusercontent.com/-YXBE5khw9ho/AAAAAAAAAAI/AAAAAAAAAHY/FnoAI3AeTO4/photo.jpg?sz=128	0	2	0	0	0	0	2	0.0
5136550	registered	bit01	818.0	https://stackoverflow.com/users/5136550/bit01	https://www.gravatar.com/avatar/caf9df65969d7570327b01f3e4822f65?s=128&d=identicon&r=PG&f=1	0	7	0	2	4	7	12	0.5833333333333334
10618542	registered	thaumoctopus	59.0	https://stackoverflow.com/users/10618542/thaumoctopus	https://www.gravatar.com/avatar/6b81dc400c7b8ea68c6a5af5060f7b40?s=128&d=identicon&r=PG&f=1	6	1	2	1	0	0	0	
7956945	registered	Mohammad Hassan	11.0	https://stackoverflow.com/users/7956945/mohammad-hassan	https://www.gravatar.com/avatar/d7886bdfecb42fc3f64a1e36ea7c844d?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
6117017	registered	Timbus Calin	1303.0	https://stackoverflow.com/users/6117017/timbus-calin	https://i.stack.imgur.com/n8r7t.jpg?s=128&g=1	0	7	0	3	4	5	7	0.7142857142857143
10886420	registered	Szymon Maszke	6096.0	https://stackoverflow.com/users/10886420/szymon-maszke	https://i.stack.imgur.com/7JF72.jpg?s=128&g=1	0	9	0	6	6	10	15	0.6666666666666666
11506519	registered	achandra03	33.0	https://stackoverflow.com/users/11506519/achandra03	https://www.gravatar.com/avatar/3155d977e29a159fe4d998c25beb14d6?s=128&d=identicon&r=PG&f=1	2	0	1	0	0	0	0	
7638692	registered	Leolime	29.0	https://stackoverflow.com/users/7638692/leolime	https://www.gravatar.com/avatar/df75099c2798b3144df5be6daec3511c?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
10704050	registered	EmJ	2322.0	https://stackoverflow.com/users/10704050/emj	https://i.stack.imgur.com/CUSlc.jpg?s=128&g=1	7	0	4	0	0	0	0	
2022548	registered	saitej	33.0	https://stackoverflow.com/users/2022548/saitej	https://www.gravatar.com/avatar/957d0c06cfcdc1aadfb1e52ba3448800?s=128&d=identicon&r=PG	1	0	1	0	0	0	0	
5452997	registered	Sander	339.0	https://stackoverflow.com/users/5452997/sander	https://graph.facebook.com/1639513979622424/picture?type=large	2	0	2	0	0	0	0	
2805070	registered	Deniz Beker	1092.0	https://stackoverflow.com/users/2805070/deniz-beker	https://i.stack.imgur.com/lwZWM.jpg?s=128&g=1	0	3	0	1	1	6	15	0.4
7120057	registered	flow	890.0	https://stackoverflow.com/users/7120057/flow	https://www.gravatar.com/avatar/a1b8c49a5595535e0ec95872efc1038b?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
11630081	registered	Shubham Innani	21.0	https://stackoverflow.com/users/11630081/shubham-innani	https://lh6.googleusercontent.com/-3aQiOJ4z8Ac/AAAAAAAAAAI/AAAAAAAADV0/E_ILAb_YIkw/photo.jpg?sz=128	2	1	1	0	1	1	2	0.5
12450239	registered	manju badiger	1.0	https://stackoverflow.com/users/12450239/manju-badiger	https://lh3.googleusercontent.com/-XI7jCg4gogg/AAAAAAAAAAI/AAAAAAAAABY/3kihAAU5EW4/photo.jpg?sz=128	1	0	0	0	0	0	0	
4086100	registered	Mohamed Nabih	1.0	https://stackoverflow.com/users/4086100/mohamed-nabih	https://lh6.googleusercontent.com/-R1xfPfoO0yw/AAAAAAAAAAI/AAAAAAAAAG8/3XvDAyT2zMI/photo.jpg?sz=128	1	0	0	0	0	0	0	
9646766	registered	Mohammad Yeganeh	1.0	https://stackoverflow.com/users/9646766/mohammad-yeganeh	https://lh4.googleusercontent.com/-rr14NXAT7wM/AAAAAAAAAAI/AAAAAAAAAFE/j7Oq_enGbbo/photo.jpg?sz=128	1	0	0	0	0	0	0	
5783902	registered	Hafizur Rahman	902.0	https://stackoverflow.com/users/5783902/hafizur-rahman	https://www.gravatar.com/avatar/d4e23f7a59a9e8f30633ca1e4b40c624?s=128&d=identicon&r=PG&f=1	0	2	0	0	0	0	0	
11920173	registered	瓦达所多阿萨德阿萨德	1.0	https://stackoverflow.com/users/11920173/%e7%93%a6%e8%be%be%e6%89%80%e5%a4%9a%e9%98%bf%e8%90%a8%e5%be%b7%e9%98%bf%e8%90%a8%e5%be%b7	https://lh5.googleusercontent.com/-4pdOO_TQuHs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcUt45Y1Bo8wq_88P7jAUKeb71xrw/photo.jpg?sz=128	1	0	0	0	0	0	0	
3741834	registered	fergu	113.0	https://stackoverflow.com/users/3741834/fergu	https://www.gravatar.com/avatar/467f38d706e45ccb6fabe5d8f936fb32?s=128&d=identicon&r=PG&f=1	1	0	1	0	0	0	0	
11065347	registered	alift	554.0	https://stackoverflow.com/users/11065347/alift	https://i.stack.imgur.com/Qwr1l.jpg?s=128&g=1	1	4	1	3	2	3	3	1.0
9757894	registered	antara bhattacharya	29.0	https://stackoverflow.com/users/9757894/antara-bhattacharya	https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=128	1	0	0	0	0	0	0	
12408668	registered	avi	1.0	https://stackoverflow.com/users/12408668/avi	https://www.gravatar.com/avatar/23af0908a847feb3fa8645d36bcbcd13?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
10565612	registered	Bonie	5.0	https://stackoverflow.com/users/10565612/bonie	https://lh5.googleusercontent.com/-kRG6J2gTf0c/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbCpAtP8TLhJm-38560k7erUUcygXA/mo/photo.jpg?sz=128	1	1	0	0	0	0	0	
4762738	registered	Eskapp	2039.0	https://stackoverflow.com/users/4762738/eskapp	https://www.gravatar.com/avatar/14d39d85bf475e37d7754e775193b047?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
12068687	registered	Khosraw Azizi	59.0	https://stackoverflow.com/users/12068687/khosraw-azizi	https://lh3.googleusercontent.com/a-/AAuE7mAWkSr4ZxKVYnt_zFnR4Kk5rJDbqWtptLN8xuNoYw=k-s128	1	0	1	0	0	0	0	
1782792	registered	jdehesa	39596.0	https://stackoverflow.com/users/1782792/jdehesa	https://www.gravatar.com/avatar/7e8dde1ee800b9687983617bbea3cb9b?s=128&d=identicon&r=PG&f=1	0	30	0	22	20	48	68	0.7058823529411765
7635889	registered	Zacharie M&#233;n&#233;trier	96.0	https://stackoverflow.com/users/7635889/zacharie-m%c3%a9n%c3%a9trier	https://lh3.googleusercontent.com/-EEsC3PK54FE/AAAAAAAAAAI/AAAAAAAAAJM/UUfnEXvzwOs/photo.jpg?sz=128	1	0	0	0	0	0	0	
1031417	registered	0x90	29419.0	https://stackoverflow.com/users/1031417/0x90	https://i.stack.imgur.com/xlhE1.jpg?s=128&g=1	1	0	0	0	0	0	0	
4643214	registered	Mohamed Elmahdi	57.0	https://stackoverflow.com/users/4643214/mohamed-elmahdi	https://i.stack.imgur.com/Ajdoh.png?s=128&g=1	1	0	0	0	0	0	0	
12445260	registered	mahamat	1.0	https://stackoverflow.com/users/12445260/mahamat	https://www.gravatar.com/avatar/a97649beffc5b01385b01cb3c31f24c4?s=128&d=identicon&r=PG&f=1	1	0	0	0	0	0	0	
