userId	displayName	ProfileLink	Rank1ARN	Rank2ABAN	Rank3CBEN	Rank4VBEN	Rank5VBEN2
712995			0.16257550798082385	0.14732479759736988	0.22676593352642974		
8015346			0.028682125122842968	0.02430695318001873			
5774840			0.02783965787513397	0.023678254861371446			
6379902			0.02783965787513397	0.023678254861371446			
6356060			0.02704717939019795	0.02308238257229034			
673592			0.02704717939019795	0.02308238257229034			
7943280			0.02704717939019795				
9045339			0.02704717939019795				
8375348			0.02704717939019795				
7060278			0.02704717939019795				
2956066				0.028850291192987362	0.06092846420377176		
1866775				0.02308238257229034	0.029937365015982896		
1578191				0.02308238257229034			
7726284				0.02308238257229034			
359178					0.03309785395072117		
5587428					0.032049844172622945		
7456923					0.03191060579869505		
6193383					0.030419423629685596		
11658506					0.029937365015982896		
6329006					0.029937365015982896		
2191065					0.029937365015982896		
604734						0.49999999987997257	0.4961722447535656
624547						0.2764705881689261	0.10383651935681437
6930275						0.10588235291575894	
207661						0.06470588233740823	
6660601						0.023529411759057543	
3639581						0.023529411759057543	
5884955						0.005882352939764386	
9582060						1.1651353499131639e-10	
2668545						6.214055199536872e-11	
2204803						3.107027599768436e-11	
4229637							0.3776159367486663
5688175							0.017029517026375184
8241607							0.003563854713496877
7010304							0.0017819273567484385
3990607							2.8512296983090355e-11
4802126							3.1596952318535646e-12
5440222							2.106463487902377e-12
6097525							2.106463487902377e-12
